text,label,language,text_len,emo_label,pos,neg,neu,compound
/ marcus is all jokes i swear 🤏🏼,1.75,English,8,0,0.278,0.167,0.556,0.2023
  How long one needs to bring the proof. Not a single lawsuit succeeded.,1.0,English,13,2,0.119,0.167,0.714,-0.1695
 As long as Our tax money is paying Pfizer.,1.25,English,9,1,0.0,0.0,1.0,0.0
  He should be investigated by #January6thCommittee  ,1.4,English,6,1,0.0,0.0,1.0,0.0
 Homie ugly as hell🤣,2.5,English,4,2,0.0,0.524,0.476,-0.5106
" You know, I don't think I've ever seen her that happy.",2.75,English,11,0,0.291,0.0,0.709,0.5719
this is our last week in this flat that we've lived in for 2 years :( this SUCKSSS !!! i'm excited for our next place though :)!,3.0,English,27,2,0.079,0.134,0.788,-0.3956
 Good thing you live in Florida. Taxes kill it in Tennessee. I load up every time I head down.,1.4,English,19,2,0.128,0.208,0.664,-0.4215
 I wan dispose these soon so I go just put you for mind,2.0,English,13,1,0.0,0.0,1.0,0.0
 Eviction for 3rd offense,2.2,English,4,2,0.0,0.714,0.286,-0.6124
The dutch trinities. Nicknamed the greatest trios in football history [A thread] ,1.4,English,12,0,0.276,0.0,0.724,0.6369
 He wants to play the half,1.0,English,6,0,0.324,0.0,0.676,0.34
the people who watched them on mcd yes so true the duality of astro’s concept ,1.0,English,15,0,0.327,0.0,0.673,0.7443
All these aggressive feminists shaa😂,1.4,English,5,2,0.0,0.286,0.714,-0.1531
"Algeria purchased 450,000 MT of optional origin wheat in a tender on Wednesday. (Agrichart)",1.0,English,14,1,0.0,0.0,1.0,0.0
Sutton with the keeper! Trojans trail 35-21 with 4:59 remaining. ,1.0,English,10,1,0.0,0.0,1.0,0.0
"*Turns on the Wedding Singer* “I don’t know what I thought this was about, but it definitely wasn’t a wedding singer” - ",1.6,English,22,0,0.165,0.0,0.835,0.5499
Chief #PawanKalyan has fully recovered from COVID - 19..! 🥰 Stay safe everyone.. Wear a mask.. ,1.3333333333333333,English,16,0,0.21,0.0,0.79,0.4926
 In all fairness that only happens 95% of the time. The rest inherit it.,2.0,English,14,1,0.0,0.0,1.0,0.0
Probably Jack's mistake. ,1.8,English,3,2,0.0,0.545,0.455,-0.34
En garde! These students are learning to fence through  #742bethedifference ,1.0,English,10,1,0.0,0.0,1.0,0.0
What about a new hashtag? #TrumpMustTestify,1.4,English,6,1,0.0,0.0,1.0,0.0
 can't download :(( ,1.0,English,3,1,0.0,0.0,1.0,0.0
beauty is pain and there's beauty in everything,1.75,English,8,0,0.478,0.208,0.314,0.6486
 My body is ready,2.6,English,4,0,0.455,0.0,0.545,0.3612
I wonder how many will have a hangover from hell in the morning 🤭🇬🇧⚽️,1.5,English,14,2,0.0,0.295,0.705,-0.6808
 You need to be in! webs1te is ,1.6666666666666667,English,7,1,0.0,0.0,1.0,0.0
 he’s not even that bad lool just wanted to mock his hair,2.0,English,12,1,0.182,0.179,0.639,0.0129
    They do it every time and we are Lucy with the football.,2.0,English,12,1,0.0,0.0,1.0,0.0
I made krówki and its so good,1.6,English,7,0,0.428,0.0,0.572,0.5777
"“Identify your problems, but give your power and energy to solutions.” – Tony Robbins #personaldevelopment #tonyrobbins",1.5,English,16,0,0.151,0.106,0.743,0.2023
After buying rakhi of 10Rs and taking 2000Rs from his brother She: ,2.6666666666666665,English,12,1,0.0,0.0,1.0,0.0
"When you hit a lick when you was just fucked up it hit different , niggas they could help you but didn’t gon get offended",2.0,English,25,2,0.067,0.249,0.685,-0.6187
lowkey wanna talk to him just like the old days,2.5,English,10,0,0.217,0.0,0.783,0.3612
 💳💥💥💳💥💥💥 i want them,2.2,English,4,0,0.394,0.0,0.606,0.0772
in September I'm gonna make my 4 years with loona and I'm sensitive about it,2.8,English,15,1,0.0,0.0,1.0,0.0
     super sir. you have reflected my thoughts about  sir.,1.4,English,9,0,0.328,0.0,0.672,0.5994
 His impersonation of JR Ewing drinking whisky and cackling genuinely used to crack me up...,1.2,English,15,1,0.0,0.0,1.0,0.0
 i don’t have a neck tattoo but u can give me neck,3.2,English,12,1,0.0,0.0,1.0,0.0
Y'all are absolutely nuts and I love you!! Thank you so much for an epic weekend in the Back 4 Blood beta! ,2.0,English,22,0,0.286,0.095,0.62,0.7389
Scott Morrison says gas will ‘always’ be a major contributor to Australia’s prosperity  with  #auspol,1.6,English,15,1,0.0,0.0,1.0,0.0
"when taeyong says “i don’t judge,” just know it’s a lie",2.2,English,11,1,0.0,0.0,1.0,0.0
 Report _hack00 on Instagram is the only person who successfully restored my disabled in few mins,1.0,English,16,0,0.286,0.0,0.714,0.6808
 I THOUGHT THIS WAS TODAY MF 😭,2.0,English,7,1,0.0,0.0,1.0,0.0
  BYE ASF,1.2,English,2,1,0.0,0.0,1.0,0.0
 This is so funny to watch honestly you look so goofy lol ,3.0,English,12,0,0.522,0.0,0.478,0.8696
"Good Morning Face Book friends, I do wish you all the happiness that one can get in a days time. TIGRESS AKSHARA FOR BB15",1.5,English,24,0,0.406,0.0,0.594,0.9062
 Only for short men who want to kiss their girl friends.,2.8,English,11,0,0.474,0.0,0.526,0.7351
Yo this is sad...,1.6,English,4,1,0.0,0.0,1.0,0.0
 exactly why i dont want to put them hugh up in my oshi list 🙏,1.6666666666666667,English,15,2,0.0,0.092,0.908,-0.0572
 fofos,2.0,English,1,1,0.0,0.0,1.0,0.0
 Or maybe Las Vegas? I’m thinking he wants to be as close to LA as possible for game show hosting purposes.,1.0,English,21,1,0.0,0.0,1.0,0.0
  Equity is a requirement,1.0,English,4,1,0.0,0.0,1.0,0.0
I love that fucking nobody in this school is scared of Logan #XMenAtHome,1.8,English,13,0,0.246,0.17,0.585,0.3182
  We’re talmbout a dude that last time he was sharing time on a middling team tweeted out “I hate it here”,1.75,English,21,2,0.119,0.157,0.723,-0.2263
 Which books are being disappeared?,1.0,English,5,2,0.0,0.322,0.678,-0.2263
i left my apartment for a painter’s tarp and came back with 3 days to pick up my new couch !,1.3333333333333333,English,21,1,0.0,0.0,1.0,0.0
shoutout to my ex’s new girl. she can have ALL the problems that come with that. just do me a favor and get him too leave me alone,3.5,English,28,2,0.085,0.187,0.728,-0.296
 Over the average (by western college education standards) IQ tweet of the day.,1.25,English,13,1,0.0,0.0,1.0,0.0
This is the year of Greatness! because your potential is endless and you're half way there,1.4,English,16,1,0.0,0.0,1.0,0.0
# work hard to achieve your goal ,1.2,English,7,2,0.0,0.219,0.781,-0.1027
 hey please checkout my pinned tweet and help if you can by donating a loaf or 2 of bread please 🙏🙏,1.4,English,21,0,0.313,0.0,0.687,0.743
 oh my god you are a complete tool,1.0,English,8,0,0.259,0.0,0.741,0.2732
 Can we share this link with people? I have a long list.,1.0,English,12,0,0.196,0.0,0.804,0.296
☝️ Iyer ☝️ Rana It's that man again! Shardul Thakur gets two in an over 🔥 #CSKvKKR | #IPLFinal,1.0,English,19,1,0.0,0.0,1.0,0.0
Watching Mavs/Rockets for lottery reasons and Kelly Olynyk has 10 pts and a career-high 17 rebounds. Rockets up 7 with 48 seconds to go,1.0,English,24,1,0.0,0.0,1.0,0.0
“WRAiTH” by  is now on all platforms! 🔥 ,1.2,English,8,1,0.0,0.0,1.0,0.0
" Yeah but i triple dare you to do it, you wont",2.8,English,11,0,0.151,0.0,0.849,0.1531
 that is really kawaii,1.6,English,4,1,0.0,0.0,1.0,0.0
" pretty badass sign off of that was your last tweet. your presence is missed, sir bullish. I bid you well 🍻",2.2,English,21,0,0.22,0.158,0.622,0.3612
#competition Humanity empowering site:#India is easily pleased with few 2012 #Olympics coins  ,1.0,English,12,0,0.346,0.0,0.654,0.6486
"My first FBG of the year  . I drafted from the 12 hole, what do you think? ",1.5,English,17,1,0.0,0.0,1.0,0.0
It took four months but ya girl ordered those neon orange kicks at half price we love a drawn out love story ,1.75,English,22,0,0.379,0.0,0.621,0.9274
"’m not ashamed of what I am and that I have curves, and that I’m thick. I loke my body 💕 ",3.75,English,21,0,0.138,0.0,0.862,0.3724
The only difference between standard socialism and democratic socialism will be the size of the mob at the door to steal what's yours...,1.6,English,23,2,0.0,0.127,0.873,-0.4939
 Empty this country of all illegal immigrants and their supporters,1.0,English,10,2,0.19,0.353,0.458,-0.3612
 would you describe your condition as being AIDS or VAIDS?,2.4,English,10,1,0.0,0.0,1.0,0.0
US: Housing market moving gradually back into “balance” – Wells Fargo  #UnitedStates #Banks #Housing,1.0,English,14,0,0.143,0.0,0.857,0.25
  bro💀💀💀 chilllllll,1.5,English,2,1,0.0,0.0,1.0,0.0
 beh beh,2.25,English,2,1,0.0,0.0,1.0,0.0
Thank you for the shitpost. We can hardly be bothered to make our own at this point #longgatogang ,1.25,English,18,0,0.122,0.099,0.78,0.1226
This is what white supremacy looks like. ,1.0,English,7,0,0.425,0.0,0.575,0.4019
 Nice,1.0,English,1,0,1.0,0.0,0.0,0.4215
 Ugh! That’s not true. You should be open to a debate on the merits of the Manchin compromise.,1.6,English,18,2,0.122,0.245,0.633,-0.4067
"Today you might have to put your money where your mouth is, es... More for Cancer ",1.2,English,16,2,0.0,0.238,0.762,-0.6887
  Hold on to that one! A good one indeed!,1.5,English,9,0,0.332,0.0,0.668,0.5399
I love this alligator. got its buns in the sun without a care in the world ,1.4,English,16,0,0.223,0.14,0.637,0.3761
  😂😂😂they made me laugh. If he remembers,1.4,English,7,0,0.375,0.0,0.625,0.5574
" You're 100% fine, don't worry!!",2.4,English,5,0,0.615,0.0,0.385,0.5845
" only a few. i sb-ed almost 3/4 of the community because i'm done seeing discourses, so why are they coming back 😭",1.5,English,22,1,0.0,0.0,1.0,0.0
did u fart? bcs u blew me away😮‍💨,2.6,English,8,1,0.0,0.0,1.0,0.0
One reason bicycles are a sustainable mode of transportation. ,1.0,English,9,1,0.0,0.0,1.0,0.0
" oh boy, it is on.",1.8,English,5,1,0.0,0.0,1.0,0.0
  Height is just a number,2.6,English,5,0,0.302,0.0,0.698,0.0772
 He is full of shit. The George Hamilton tan isn’t fooling anyone.,2.4,English,12,2,0.0,0.387,0.613,-0.743
 adding on to that it was just blown out of proportion for no reason,1.6666666666666667,English,14,2,0.0,0.145,0.855,-0.296
   “Fine them later if you must” is exactly what this directive is. Just increases the fine.,1.4,English,16,0,0.107,0.0,0.893,0.2023
 god youre so obsessed with me,3.4,English,6,1,0.259,0.246,0.494,0.0276
 We don't accept military dictatorship. #July2Coup #WhatsHappeningInMyanmar,1.4,English,7,2,0.0,0.267,0.733,-0.2924
 I worked for the barn for almost 2 years. He’s always great.,1.75,English,12,0,0.313,0.0,0.687,0.6249
Need to start a website? Use my code to get your site &amp; up running with reliable web hosting from DreamHost! ,1.0,English,21,1,0.0,0.0,1.0,0.0
   even worse than the spilt field,1.6,English,6,2,0.0,0.383,0.617,-0.4767
 I think you bull shitting,2.75,English,5,2,0.0,0.483,0.517,-0.4215
what’s the point of even being friends if ur gonna be like that lol,3.2,English,14,0,0.433,0.0,0.567,0.8126
My sister bought me one of those yeti travelling mugs and I have to admit this shit is the real deal,1.6,English,21,2,0.075,0.177,0.748,-0.5346
If there is something you have been putting off saying because... More for Cancer ,2.0,English,14,2,0.0,0.265,0.735,-0.6887
Thanks to Coach Coleman for helping our guys with some speed work today ,1.5,English,13,0,0.317,0.0,0.683,0.6249
    In the premier league neither have scored against a top 6 team this season,1.0,English,14,0,0.141,0.0,0.859,0.2023
"Easy come, easy go.",1.0,English,4,0,0.744,0.0,0.256,0.7003
where tf is adama,1.4,English,4,1,0.0,0.0,1.0,0.0
 She requested for it soooo I guess that's a go signal,2.6,English,11,1,0.0,0.0,1.0,0.0
This Bulbasaur is winking at me. I wonder if he thinks that I'm his (grass) type? ,2.6,English,16,1,0.0,0.0,1.0,0.0
O’Shea with our first goal of the season 💙 #WBA ,1.4,English,10,1,0.0,0.0,1.0,0.0
cris + smiling = the best concept #skamespaña ,1.6,English,8,0,0.643,0.0,0.357,0.802
"The mind is everything. What you think, you become. Gautama Buddha ",1.75,English,11,1,0.0,0.0,1.0,0.0
did you finger her back or eat her out or anything? — Ofc duh it led to sex ,4.8,English,18,1,0.0,0.0,1.0,0.0
That might have been the best episode of power ever,1.4,English,10,0,0.318,0.0,0.682,0.6369
 don’t lie you were a ghost writer on cruel summer 😂😂,1.25,English,11,2,0.0,0.433,0.567,-0.7269
 Fine I'll just play rebirth with my 0 friends x,2.4,English,10,0,0.593,0.0,0.407,0.743
 Trust in an injury Nabi mate,1.3333333333333333,English,6,0,0.327,0.277,0.396,0.128
someone gotta be BIG MAD with you if they saying “you gon be alone all your life” cause you dont want to be with them! 😩😭,1.6,English,26,2,0.0,0.245,0.755,-0.7541
" morning!!! if it's cold, keep yourself warm okay!! 😊",2.25,English,9,0,0.453,0.0,0.547,0.6083
y’all be excited to get home to your pet? i do 😭,2.6,English,12,0,0.211,0.0,0.789,0.34
  Yeah she is! She sucks!!! Criminal behavior,1.0,English,7,2,0.166,0.533,0.301,-0.7067
"  If he had anything, where is it. Back to Parlor.",1.0,English,10,1,0.0,0.0,1.0,0.0
  Rich welfare again. Oz is broke. How are we going to pay for LNP debt ?,1.4,English,16,2,0.169,0.315,0.516,-0.2732
 Where's that?,1.25,English,2,1,0.0,0.0,1.0,0.0
  They’re just trying to get clicks on their pages that’s all,1.0,English,11,1,0.0,0.0,1.0,0.0
    Creative use of the word “tough” to cover the bad half.,1.2,English,11,2,0.188,0.227,0.584,-0.1531
 It's worth a shot. Couldn't hurt and maybe it'll help👍😁,2.0,English,10,0,0.4,0.0,0.6,0.5684
 She IS,1.6,English,2,1,0.0,0.0,1.0,0.0
I want a workout partner.,3.6,English,5,0,0.394,0.0,0.606,0.0772
"More than 2,200 have died of coronavirus inside nursing homes but feds aren’t tracking the numbers: report - ",1.0,English,18,2,0.0,0.126,0.874,-0.3182
she looked like a princess ,2.2,English,5,0,0.455,0.0,0.545,0.3612
Guess he didn't wanna stay for breakfast... 🙃 ,3.0,English,8,1,0.0,0.0,1.0,0.0
 wait i already commented fjjdjcj,1.25,English,5,1,0.0,0.0,1.0,0.0
maybe that’s not the right word. but she’s crazy.,1.3333333333333333,English,9,2,0.0,0.279,0.721,-0.4767
 we might win the world cup tbh 🤟,1.5,English,8,0,0.388,0.0,0.612,0.5859
  They was 😖,1.6,English,3,1,0.0,0.0,1.0,0.0
Ana would like you to see her hot ass  ,4.8,English,9,2,0.192,0.269,0.538,-0.25
  Okay. Are you going to pay for it?,1.8,English,8,0,0.204,0.151,0.645,0.128
 What’s the OVR of the free one?,1.4,English,7,0,0.355,0.0,0.645,0.5106
" Nope, not yet. Not sure how to name them",1.2,English,9,0,0.176,0.0,0.824,0.1808
" Hello baby❤️, I would love to buy your feet pictures and videos, DM if interested.",3.333333333333333,English,15,0,0.365,0.0,0.635,0.7845
" She was doing great until Trump started making his ""comeback"". The pressure and cowering between votes worked.",1.2,English,17,0,0.192,0.103,0.704,0.4404
 I think he deleted it 😭,2.0,English,6,1,0.0,0.0,1.0,0.0
I want to go back to precedented times...,1.0,English,8,0,0.178,0.0,0.822,0.0772
" Aimbot, Cronus, Hacks the works but plenty of positive comments to. Nearly 4k comments man!!",1.5,English,15,0,0.281,0.0,0.719,0.7568
Reggie Jackson is carrying so hard rn,1.2,English,7,2,0.0,0.237,0.763,-0.2183
 It's a pedestrian defense. What's impressive is how readily leftists accept it.,1.2,English,12,0,0.481,0.0,0.519,0.7506
Sometimes I’d feel everything is so terrible then I’d remember “Breathe” by Michelle Branch exists and it’s just one play away,2.2,English,21,2,0.095,0.157,0.748,-0.38
 Lol hopefully y’all get tired of this soon,1.6,English,8,0,0.41,0.216,0.373,0.3818
 why do i love and hate this @ the same time,2.8,English,11,0,0.282,0.248,0.47,0.128
 Hardly,1.2,English,1,1,0.0,0.0,1.0,0.0
 i’ll dm you???,1.8,English,3,1,0.0,0.0,1.0,0.0
     Yes i also think so😢😢,2.0,English,5,0,0.474,0.0,0.526,0.4019
sucks to be someone who feels emotions so deeply whether good or bad,2.6,English,13,2,0.177,0.309,0.514,-0.3732
 Oh!! I should have known it was one of those,1.8,English,10,1,0.0,0.0,1.0,0.0
Has Alphari missed an ult ? Rumor has it anyone who's been close enough to see it dies,1.25,English,18,2,0.0,0.121,0.879,-0.296
     You didn't,1.0,English,2,1,0.0,0.0,1.0,0.0
 after 3 years of being my roommate: “How do you say your last name again?”,2.6,English,15,1,0.0,0.0,1.0,0.0
 Is Hermes actually sad or does he just look sad? I don't want him to be sad.,1.2,English,17,2,0.0,0.467,0.533,-0.8598
"  He gets loads of credit mate ,he’s quality",1.5,English,8,0,0.271,0.0,0.729,0.3818
i love learning about fashion in french!,2.2,English,7,0,0.473,0.0,0.527,0.6696
I'm voting for  for #BBMAsTopSocial. tweeting is more encourage to make sure that it counts if you dont know you are shadowbanned,1.6,English,22,0,0.228,0.0,0.772,0.7089
ice cream ice ceam ice cream 😌,1.0,English,7,1,0.0,0.0,1.0,0.0
Me and  gon have to set him up ! ,2.6,English,9,1,0.0,0.0,1.0,0.0
"Been seeing so much “RIP”,, “car wash funds” lately. You really don’t know when ur time is up, life really to short.",2.6,English,22,1,0.0,0.0,1.0,0.0
 Queen be putting the work in 👑,1.0,English,7,1,0.0,0.0,1.0,0.0
Now a days a female can’t get mad at a nigha for cheating if they doing the same shii 🤦🏾‍♂️,2.5,English,20,2,0.0,0.312,0.688,-0.7783
 $edwinr1171 need for gas,1.2,English,4,1,0.0,0.0,1.0,0.0
"It's funny how choosing to live a life authentic to you IRKS certain souls. crabs in a bucket, it's a spectacle you just can't miss out on",1.75,English,27,0,0.235,0.0,0.765,0.6645
 Well he is 😊😊😊,1.6,English,4,0,0.412,0.0,0.588,0.2732
  Can I burn it in mortuary ?,1.0,English,7,1,0.0,0.0,1.0,0.0
Today is the only day you can rt this. ,1.2,English,9,1,0.0,0.0,1.0,0.0
hobi and namjoon on weverse ♡,2.25,English,6,1,0.0,0.0,1.0,0.0
imagine the gp999 girls who were close w the members watching the mv and being so proud 😭,2.0,English,18,0,0.21,0.0,0.79,0.6113
 Well said Amy.,2.2,English,3,0,0.512,0.0,0.488,0.2732
