,id,VAD,source,text,emotions,split,emotion_model,domain,labeled,annotation_procedure
54571,54571,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I love slim girls , don ’ t you ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
22110,22110,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,How do you want your hair cut ? Any particular way ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
146295,146295,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"7 A.M. and I haven't fallen asleep yet. Also, Twitter, stop trending Romney. I'm gonna try falling asleep again. Buh bye.","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
21911,21911,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , the bigger the better , I think .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
9801,9801,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I have your catalog here . Do you want me to tell you the item numbers , or the names ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
70601,70601,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,A vet's a man who takes care of sick animals . He's an animal doctor .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
96002,96002,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"No , no one has informed me of that so far , tell me .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
33371,33371,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Connecticut is east of New York .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
108279,108279,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
63640,63640,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I'm not sure . He just broke up with his girlfriend recently , and I don't think he's in the mood to start again so soon .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
93980,93980,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Please explain why you are interested in leaving your current position and please elaborate on your technical skills .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
85958,85958,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Yes . I got a bachelor's degree in English from Beijing University .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
124396,124396,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,St joe is dirty.,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
106789,106789,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
136721,136721,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,finally packed...thinking its time for some sleep! Ready for Chicago!,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
46495,46495,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,His son is coming as well . He wants to go to university here in England so they will visit a few universities while they are here .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
60185,60185,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , trains are frequent and come on time .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
42963,42963,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Click your right key of mouse and choose QQ Zone .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
95088,95088,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Do you plan to pursue further education ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
7193,7193,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Of course and very well .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
16747,16747,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Please hop in .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
41753,41753,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"He doesn't mind . As a matter of fact , he's very pleased .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
34504,34504,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Hello .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
4584,4584,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"If you give me cash , do you care if I don't fix the car ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
125966,125966,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Wrapped up some html/java work now spending the night dabbling in some flash intros,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
36894,36894,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,The copier is right over there .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
99551,99551,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"No , I don't think I need to do that .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
36573,36573,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Here is the answer sheet . Do you see a place where I marked something wrong that should have been right ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
33006,33006,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Take care .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
92542,92542,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's a good idea . I think we will soon come to a solution to the problem .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
31156,31156,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"By crunching the numbers and putting in your expenses , I estimate that you can afford a house of around five hundred thousand dollars .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
81975,81975,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I ’ m going to England by flight BE987 .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
17009,17009,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,But number 13 buses leave from the center of town.You ' ll have to walk two miles to catch one .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
23544,23544,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,They're so much fun to eat . You can suck all the coating off first ...,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
28044,28044,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"definitely . rich or poor , dogs always love their masters .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
122470,122470,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@ceidiog I'm not in America! I'm not going anymore  You phoned earlier?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
125308,125308,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@EssinEm ohh no the poor cupcake  #wave @TLGame,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
61572,61572,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"This is bigger than the Super Bowl , man ! Teams from 32 countries compete against each other every four years and fight to win that trophy . They first start in a group stage with bigger groups , each group having 4 teams . The top 2 teams pass on to an elimination stage before going on to the quarter final sand semifinals .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
122577,122577,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@azandiaMJBB Oh no! Dreadful thought! Won't you get to spend any time blipping at all next week then?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
25479,25479,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"No , we don't . I am sorry . It's 30 dollars and 10 cents in total .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
3349,3349,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Excuse me , what's the screen near your steering wheel for ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
15016,15016,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Ok , would you like a phone with camera and MP3 player ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
141414,141414,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@illuzion11 You right...we are &quot;arguing&quot; about nothing...I thought it was healthy conversation,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
120510,120510,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
117788,117788,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,leaving florida want to live there forever! Texan*Girl,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
94314,94314,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Sure , no problem .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
89433,89433,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Thank you . Have you received my resume ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
